municipio,familia,epi_year,epi_week,prob_pressao_alta_proxima_janela,limiar_operacional,acima_limiar,faixa_pressao_predita,indice_pressao_proxy_atual,tests,drivers,tipo_sinal,metodo,modelo_versao
DIAMANTINO,outros,2026,15,0.1122,0.3,False,baixa,41.55,1,backlog_estimado=31 (imp=0.158); indice_pressao_proxy=41.5 (imp=0.0974); tests_ma8=2.5 (imp=0.362); tat_p90_dias=32.5 (imp=0.00902); tests_ma4=1.25 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MARCELANDIA,outros,2025,32,0.1119,0.3,False,baixa,52.89,14,indice_pressao_proxy=52.9 (imp=0.0974); backlog_estimado=14 (imp=0.158); tests_ma8=4 (imp=0.362); tat_p90_dias=100 (imp=0.00902); tests_ma4=5 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SAO JOSE DO RIO CLARO,outros,2026,20,0.1108,0.3,False,baixa,36.83,1,indice_pressao_proxy=36.8 (imp=0.0974); backlog_estimado=14 (imp=0.158); tests_ma8=1.14 (imp=0.362); tat_p90_dias=25.7 (imp=0.00902); tests_ma4=1.25 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA SANTA HELENA,respiratorio,2025,34,0.1105,0.85,False,baixa,34.36,3,indice_pressao_proxy=34.4 (imp=0.184); backlog_estimado=13 (imp=0.248); tests_ma8=3 (imp=0.0749); tests_lag1=3 (imp=0.0398); tat_p90_dias=8.87 (imp=0.013),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ALTO PARAGUAI,tuberculose,2026,18,0.1096,0.44999999999999996,False,baixa,55.92,1,backlog_estimado=13 (imp=0.613); indice_pressao_proxy=55.9 (imp=0.0691); tat_p90_dias=50.9 (imp=0.0137); tests_ma8=1.17 (imp=0.0398); tests_ma4=1.25 (imp=0.0286),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
QUERENCIA,outros,2025,34,0.1084,0.3,False,baixa,33.9,2,backlog_estimado=24 (imp=0.158); indice_pressao_proxy=33.9 (imp=0.0974); tests_ma8=3.67 (imp=0.362); tat_p90_dias=124 (imp=0.00902); tests_ma4=3 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA CANAA DO NORTE,tuberculose,2025,15,0.1062,0.44999999999999996,False,baixa,51.21,2,backlog_estimado=25 (imp=0.613); indice_pressao_proxy=51.2 (imp=0.0691); tat_p90_dias=133 (imp=0.0137); tests_ma4=2.5 (imp=0.0286); tests_lag1=3 (imp=0.0154),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CASCAVEL,arbovirose,2025,30,0.1059,0.5499999999999999,False,baixa,2.32,5,tests=5 (imp=0.153); tests_ma8=4.5 (imp=0.0999); tests_ma4=4.5 (imp=0.0905); tests_lag1=5 (imp=0.032); tests_pct_estadual=0.333 (imp=0.445),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SAO JOSE DO XINGU,outros,2025,25,0.1058,0.3,False,baixa,55.84,3,indice_pressao_proxy=55.8 (imp=0.0974); backlog_estimado=12 (imp=0.158); tat_p90_dias=98.2 (imp=0.00902); tests_ma4=4 (imp=0.0576); tests_lag1=5 (imp=0.0247),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PARAUAPEBAS,arbovirose,2025,25,0.1055,0.5499999999999999,False,baixa,0.44,1,tests_ma8=4.57 (imp=0.0999); tests_ma4=3 (imp=0.0905); tests=1 (imp=0.153); tests_lag1=4 (imp=0.032); tests_trend=-1.57 (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ALTO ARAGUAIA,respiratorio,2025,22,0.1053,0.85,False,baixa,43.83,6,indice_pressao_proxy=43.8 (imp=0.184); tat_p90_dias=91.5 (imp=0.013); backlog_estimado=3 (imp=0.248); tests_ma8=6 (imp=0.0749); tests_lag1=6 (imp=0.0398),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA UBIRATA,tuberculose,2025,51,0.1046,0.44999999999999996,False,baixa,66.58,1,tests=1 (imp=0.0142); tests_lag1=nan (imp=0.0154); tests_ma4=nan (imp=0.0286); tests_ma8=nan (imp=0.0398); tests_trend=nan (imp=0.0311),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ESTANCIA,arbovirose,2025,18,0.104,0.5499999999999999,False,baixa,0.91,5,tests=5 (imp=0.153); tests_ma8=4.33 (imp=0.0999); tests_ma4=4.33 (imp=0.0905); tests_pct_estadual=0.457 (imp=0.445); tests_lag1=3 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ANICUNS,arbovirose,2025,17,0.104,0.5499999999999999,False,baixa,0.67,5,tests=5 (imp=0.153); tests_ma8=4.33 (imp=0.0999); tests_ma4=4.33 (imp=0.0905); tests_pct_estadual=0.386 (imp=0.445); tests_lag1=3 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ACORIZAL,respiratorio,2025,34,0.1039,0.85,False,baixa,39.86,3,indice_pressao_proxy=39.9 (imp=0.184); tat_p90_dias=150 (imp=0.013); backlog_estimado=4 (imp=0.248); tests_ma8=4.2 (imp=0.0749); tests_ma4=3.75 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SAO JOSE DO XINGU,tuberculose,2025,22,0.1036,0.44999999999999996,False,baixa,46.85,1,backlog_estimado=62 (imp=0.613); indice_pressao_proxy=46.9 (imp=0.0691); tat_p90_dias=214 (imp=0.0137); tests_ma8=3 (imp=0.0398); tests_ma4=3.5 (imp=0.0286),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ARIPUANA,outros,2025,26,0.1034,0.3,False,baixa,39.25,2,backlog_estimado=27 (imp=0.158); indice_pressao_proxy=39.2 (imp=0.0974); tests_ma8=2 (imp=0.362); tat_p90_dias=43 (imp=0.00902); tests_ma4=2 (imp=0.0576),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PORTO ESPERIDIAO,hepatite,2025,52,0.103,0.2,False,baixa,74.29,1,backlog_estimado=12 (imp=0.554); indice_pressao_proxy=74.3 (imp=0.0872); tat_p90_dias=36.6 (imp=0.0124); tests_ma8=1 (imp=0.103); backlog_norm=0.571 (imp=0.0504),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOVA XAVANTINA,tuberculose,2025,24,0.1029,0.44999999999999996,False,baixa,35.53,1,backlog_estimado=138 (imp=0.613); indice_pressao_proxy=35.5 (imp=0.0691); tat_p90_dias=149 (imp=0.0137); tests_ma4=1 (imp=0.0286); tests_lag1=1 (imp=0.0154),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
NOBRES,outros,2025,17,0.1026,0.3,False,baixa,36.71,1,indice_pressao_proxy=36.7 (imp=0.0974); backlog_estimado=18 (imp=0.158); tat_p90_dias=68 (imp=0.00902); tests_ma4=1.5 (imp=0.0576); tests_lag1=2 (imp=0.0247),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
RIO BRANCO,respiratorio,2025,8,0.1022,0.85,False,baixa,42.89,6,indice_pressao_proxy=42.9 (imp=0.184); tat_p90_dias=147 (imp=0.013); backlog_estimado=3 (imp=0.248); tests_ma8=4 (imp=0.0749); tests_ma4=4 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SERRA,arbovirose,2025,29,0.102,0.5499999999999999,False,baixa,1.69,5,tests=5 (imp=0.153); tests_ma8=4.5 (imp=0.0999); tests_ma4=4.5 (imp=0.0905); tests_pct_estadual=0.378 (imp=0.445); tests_lag1=5 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
PEDRA PRETA,outros,2024,33,0.102,0.3,False,baixa,36.65,2,tests=2 (imp=0.0155); tests_lag1=nan (imp=0.0247); tests_ma4=nan (imp=0.0576); tests_ma8=nan (imp=0.362); tests_trend=nan (imp=0.0467),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
VIDEIRA,outros,2025,40,0.1018,0.3,False,baixa,28.83,4,tests=4 (imp=0.0155); tests_lag1=nan (imp=0.0247); tests_ma4=nan (imp=0.0576); tests_ma8=nan (imp=0.362); tests_trend=nan (imp=0.0467),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JACOBINA,outros,2026,20,0.1018,0.3,False,baixa,30.19,4,tests=4 (imp=0.0155); tests_lag1=nan (imp=0.0247); tests_ma4=nan (imp=0.0576); tests_ma8=nan (imp=0.362); tests_trend=nan (imp=0.0467),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LADARIO,arbovirose,2025,13,0.1009,0.5499999999999999,False,baixa,2.72,17,tests=17 (imp=0.153); tests_ma8=7.67 (imp=0.0999); tests_ma4=7.67 (imp=0.0905); tests_pct_estadual=0.649 (imp=0.445); tests_lag1=3 (imp=0.032),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
